,audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6
454,2991355.wav,12.4308567654,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454701.25531,1543454707.54681,1543454707.57379,1543454707.57406,1543454707.62839,152,62618,64,1,1543454701.2553198,1543454701.25534,1543454701.25553,1543454701.25861,1543454706.10446,1543454707.54672,1543454707.5467901
455,3735725.wav,12.7224781868,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454707.6782,1543454711.97445,1543454711.9830801,1543454711.98334,1543454712.0374,149,63256,64,1,1543454707.67821,1543454707.67823,1543454707.6784,1543454707.6815698,1543454711.00861,1543454711.97437,1543454711.97443
456,4014855.wav,11.959012749500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454712.08744,1543454716.7441301,1543454716.74868,1543454716.74892,1543454716.80335,146,53654,64,1,1543454712.08745,1543454712.0874698,1543454712.08765,1543454712.09078,1543454715.85045,1543454716.74405,1543454716.7441099
457,5937058.wav,12.746786313800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454716.8494198,1543454723.9660199,1543454723.9842901,1543454723.98456,1543454724.03716,164,84072,64,2,1543454716.84943,1543454716.84945,1543454716.84963,1543454716.8526301,1543454722.17398,1543454723.96594,1543454723.966
458,3736838.wav,12.7539424495,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454724.09015,1543454732.06902,1543454732.15286,1543454732.15312,1543454732.20612,157,68064,64,2,1543454724.09016,1543454724.0901802,1543454724.09035,1543454724.09326,1543454729.6364698,1543454732.0689301,1543454732.069
459,325588.wav,12.7970453356,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454732.25741,1543454741.11431,1543454741.14604,1543454741.1463099,1543454741.19816,178,117116,63,3,1543454732.2574198,1543454732.25743,1543454732.2576,1543454732.26088,1543454739.2495198,1543454741.1142302,1543454741.11429
460,1140129.wav,12.3430938605,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454741.25795,1543454747.12601,1543454747.15942,1543454747.1596901,1543454747.21246,153,58456,64,1,1543454741.2579598,1543454741.25798,1543454741.2581599,1543454741.2614,1543454745.99279,1543454747.12593,1543454747.1259902
461,4502770.wav,12.8446292696,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454747.26038,1543454752.8184,1543454752.83325,1543454752.8335,1543454752.88685,156,76064,64,2,1543454747.26039,1543454747.26041,1543454747.26058,1543454747.26367,1543454751.36063,1543454752.81832,1543454752.81838
462,887440.wav,12.196155086400001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454752.9413,1543454758.79063,1543454758.79464,1543454758.79489,1543454758.8468301,145,43702,63,1,1543454752.94131,1543454752.94132,1543454752.9415,1543454752.94443,1543454757.32848,1543454758.79055,1543454758.79061
463,3181463.wav,12.406361399300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454758.89215,1543454764.17368,1543454764.17715,1543454764.17731,1543454764.21089,155,65820,64,2,1543454758.89216,1543454758.89218,1543454758.89235,1543454758.8953302,1543454763.32943,1543454764.17361,1543454764.17366
464,5858589.wav,12.14808931,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454764.25193,1543454768.7911599,1543454768.79917,1543454768.7994199,1543454768.85536,151,65172,64,2,1543454764.25194,1543454764.25196,1543454764.25213,1543454764.25512,1543454767.84357,1543454768.79108,1543454768.79114
465,3413004.wav,12.614952972100001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454768.90236,1543454773.70684,1543454773.75018,1543454773.7504401,1543454773.80245,154,58462,64,1,1543454768.90237,1543454768.90239,1543454768.90256,1543454768.90553,1543454772.15885,1543454773.70675,1543454773.70682
466,5130146.wav,11.9335609316,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454773.85235,1543454778.4831,1543454778.49198,1543454778.4922302,1543454778.54249,156,63264,64,1,1543454773.85236,1543454773.85238,1543454773.85255,1543454773.85591,1543454777.4735699,1543454778.4830198,1543454778.4830801
467,1938775.wav,12.318072192799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454778.58901,1543454788.3633199,1543454788.45153,1543454788.45179,1543454788.50186,161,73826,64,2,1543454778.58902,1543454778.58904,1543454778.5892198,1543454778.59226,1543454786.46873,1543454788.36324,1543454788.3633099
468,5183297.wav,12.859436763699998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454788.55271,1543454796.39656,1543454796.42091,1543454796.42118,1543454796.47209,165,74472,64,2,1543454788.5527198,1543454788.55274,1543454788.5529099,1543454788.55602,1543454795.03815,1543454796.39648,1543454796.39654
469,4198306.wav,12.6796990683,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454796.52513,1543454805.3618698,1543454805.40585,1543454805.40611,1543454805.4591,175,104882,64,3,1543454796.52514,1543454796.52515,1543454796.5253198,1543454796.5283,1543454803.5109699,1543454805.3617802,1543454805.36184
470,903701.wav,13.3840806097,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454805.5192802,1543454814.27847,1543454814.29164,1543454814.29191,1543454814.34449,198,129018,63,4,1543454805.51929,1543454805.51931,1543454805.51949,1543454805.52265,1543454811.97765,1543454814.27839,1543454814.27845
471,244766.wav,12.6935751218,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454814.3819,1543454820.95084,1543454821.0254,1543454821.02566,1543454821.0879,162,73880,63,2,1543454814.3819098,1543454814.3819199,1543454814.38203,1543454814.38401,1543454819.0777302,1543454820.95076,1543454820.95082
472,5430656.wav,12.5785354606,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454821.1424198,1543454831.5130699,1543454831.5236,1543454831.52386,1543454831.57727,194,133704,64,4,1543454821.14243,1543454821.14245,1543454821.14263,1543454821.1457698,1543454828.8623,1543454831.51299,1543454831.51305
473,1610534.wav,12.4736229751,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454831.64337,1543454837.1373699,1543454837.18666,1543454837.18692,1543454837.2421699,146,51412,64,1,1543454831.6433802,1543454831.6434,1543454831.64357,1543454831.64646,1543454835.8752,1543454837.13729,1543454837.1373599
474,2547124.wav,11.924574583800002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454837.28757,1543454841.50226,1543454841.533,1543454841.5332599,1543454841.58568,150,54616,64,1,1543454837.28758,1543454837.28759,1543454837.28776,1543454837.29101,1543454840.5522301,1543454841.50218,1543454841.50224
475,2376252.wav,12.7891481655,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454841.63254,1543454852.12875,1543454852.17741,1543454852.17767,1543454852.2342699,169,89834,64,2,1543454841.63255,1543454841.63257,1543454841.63274,1543454841.63574,1543454849.85818,1543454852.12867,1543454852.12873
476,1095449.wav,13.1548352057,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454852.2916,1543454861.32444,1543454861.34046,1543454861.34072,1543454861.39345,180,105846,64,3,1543454852.29161,1543454852.29163,1543454852.2918,1543454852.29496,1543454859.1945698,1543454861.32436,1543454861.32442
477,681879.wav,12.5063868645,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454861.4541,1543454867.2933,1543454867.3094401,1543454867.3097,1543454867.36282,164,104874,63,3,1543454861.45411,1543454861.45412,1543454861.4542902,1543454861.45723,1543454866.06596,1543454867.29321,1543454867.2932801
478,2373944.wav,12.399355760999999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454867.4189699,1543454874.45554,1543454874.46125,1543454874.4615,1543454874.5119,152,64216,64,2,1543454867.4189801,1543454867.419,1543454867.41917,1543454867.4223,1543454872.96459,1543454874.4554698,1543454874.4555302
479,43611.wav,12.6101947555,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454874.55952,1543454886.83264,1543454886.87699,1543454886.87725,1543454886.92992,181,118004,62,3,1543454874.55953,1543454874.55955,1543454874.55972,1543454874.5627198,1543454884.25406,1543454886.83256,1543454886.83262
480,4499954.wav,11.7578180108,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454886.9907598,1543454892.52531,1543454892.53585,1543454892.5361,1543454892.5885,148,50452,64,1,1543454886.9907699,1543454886.99078,1543454886.99096,1543454886.9940698,1543454891.44717,1543454892.5252302,1543454892.52529
481,4496898.wav,12.396440466400001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454892.63413,1543454898.81029,1543454898.81805,1543454898.8183,1543454898.869,155,69662,64,2,1543454892.63414,1543454892.63416,1543454892.63433,1543454892.63724,1543454897.3201,1543454898.81021,1543454898.8102698
482,2208720.wav,13.5158026824,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454898.9196901,1543454913.0604699,1543454913.2822402,1543454913.28251,1543454913.33376,168,107414,64,3,1543454898.9197,1543454898.91972,1543454898.9200401,1543454898.92293,1543454909.5313401,1543454913.06039,1543454913.06045
483,275254.wav,12.3844223107,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454913.39995,1543454919.2458,1543454919.27548,1543454919.2757401,1543454919.32534,146,43412,63,1,1543454913.3999698,1543454913.39998,1543454913.40015,1543454913.40356,1543454917.83855,1543454919.24572,1543454919.24578
484,5640504.wav,12.012627585299999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454919.36945,1543454926.56736,1543454926.57363,1543454926.5738802,1543454926.62426,155,66462,64,2,1543454919.3694599,1543454919.3694801,1543454919.36965,1543454919.37279,1543454925.42607,1543454926.56728,1543454926.5673401
485,2929333.wav,12.8236865189,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454926.67193,1543454932.8294199,1543454932.85138,1543454932.85164,1543454932.90307,165,82472,64,2,1543454926.67194,1543454926.6719599,1543454926.67213,1543454926.67502,1543454931.20185,1543454932.82934,1543454932.8294
486,3957699.wav,12.5053819528,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454932.9588401,1543454938.6937802,1543454938.7095401,1543454938.7098598,1543454938.76582,160,96868,64,3,1543454932.95885,1543454932.95887,1543454932.95904,1543454932.96211,1543454937.12257,1543454938.6937,1543454938.69376
487,6123903.wav,12.0841067383,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454938.82131,1543454947.5181,1543454947.53214,1543454947.5324,1543454947.57216,175,89198,64,2,1543454938.8213198,1543454938.82134,1543454938.82153,1543454938.8245401,1543454945.8919,1543454947.51802,1543454947.51808
488,3448963.wav,12.4698910605,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454947.6011698,1543454953.00653,1543454953.03551,1543454953.0357802,1543454953.08863,153,60382,64,1,1543454947.6011698,1543454947.60118,1543454947.60129,1543454947.60328,1543454951.4999,1543454953.00645,1543454953.00651
489,2952843.wav,12.1264183301,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454953.13677,1543454958.93349,1543454958.94587,1543454958.94613,1543454958.9997199,146,51412,64,1,1543454953.13678,1543454953.1368,1543454953.13698,1543454953.14024,1543454958.29003,1543454958.93341,1543454958.93347
490,5516174.wav,12.7106073201,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454959.0459301,1543454966.28492,1543454966.29422,1543454966.29448,1543454966.3478,156,68064,64,2,1543454959.04594,1543454959.04596,1543454959.0461302,1543454959.04917,1543454965.3303301,1543454966.28484,1543454966.2849
491,2014314.wav,12.9692329008,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454966.39999,1543454973.6105099,1543454973.65506,1543454973.6553302,1543454973.70723,161,81824,64,2,1543454966.4,1543454966.40002,1543454966.40019,1543454966.40309,1543454971.40893,1543454973.61044,1543454973.6105
492,3826638.wav,12.2002854076,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454973.76467,1543454982.78993,1543454982.79723,1543454982.7974,1543454982.82774,155,69662,64,2,1543454973.7646801,1543454973.76469,1543454973.76486,1543454973.76787,1543454981.51619,1543454982.78987,1543454982.78991
493,1682304.wav,12.6694311018,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454982.8561401,1543454992.06087,1543454992.08433,1543454992.08459,1543454992.13964,173,96880,64,3,1543454982.85615,1543454982.85616,1543454982.8562698,1543454982.8582802,1543454990.15821,1543454992.06079,1543454992.06085
494,3024208.wav,12.0932992057,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543454992.19522,1543455001.9358802,1543455001.98784,1543455001.9881,1543455002.0425901,165,96870,64,3,1543454992.19524,1543454992.19526,1543454992.19544,1543454992.1984599,1543455000.06763,1543455001.9358,1543455001.93586
495,953531.wav,11.9158422596,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455002.09556,1543455020.06359,1543455020.16601,1543455020.16628,1543455020.2186198,172,120636,63,3,1543455002.0955698,1543455002.09559,1543455002.0957599,1543455002.0989,1543455017.26664,1543455020.06351,1543455020.06357
496,5902897.wav,12.561055290799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455020.27729,1543455024.28299,1543455024.28815,1543455024.28839,1543455024.34338,146,47254,64,1,1543455020.2773,1543455020.27732,1543455020.2774901,1543455020.28091,1543455023.29063,1543455024.2829099,1543455024.28297
497,3734585.wav,12.3171655384,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455024.3952198,1543455029.0806198,1543455029.08912,1543455029.08937,1543455029.14264,160,77986,64,2,1543455024.39523,1543455024.39525,1543455024.39544,1543455024.39855,1543455027.96224,1543455029.08054,1543455029.0806
498,2300700.wav,12.8558613169,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455029.19365,1543455035.31822,1543455035.39665,1543455035.39692,1543455035.45117,152,62594,64,1,1543455029.19366,1543455029.19368,1543455029.19385,1543455029.1969302,1543455033.61063,1543455035.31814,1543455035.3182
499,2747651.wav,12.1657524801,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455035.50259,1543455044.26038,1543455044.28023,1543455044.2805,1543455044.33511,169,86634,64,2,1543455035.5026,1543455035.50261,1543455035.5028,1543455035.50592,1543455042.46031,1543455044.2603,1543455044.26036
500,2541011.wav,12.0920236374,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455044.38891,1543455053.17313,1543455053.22123,1543455053.2215,1543455053.27256,161,73826,64,2,1543455044.3889198,1543455044.38893,1543455044.38913,1543455044.39261,1543455050.95086,1543455053.17305,1543455053.17311
501,2250993.wav,12.53378228,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455053.32102,1543455059.69364,1543455059.72996,1543455059.7302198,1543455059.78232,145,48210,64,1,1543455053.3210301,1543455053.32105,1543455053.32122,1543455053.32426,1543455058.55166,1543455059.69356,1543455059.69362
502,5440600.wav,12.4042822364,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455059.82855,1543455064.8196099,1543455064.8227198,1543455064.82296,1543455064.87652,150,55258,64,1,1543455059.8285599,1543455059.8285801,1543455059.82875,1543455059.8319302,1543455063.40587,1543455064.81953,1543455064.81959
503,1531892.wav,12.891980038800002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455064.92308,1543455069.72406,1543455069.76926,1543455069.7695198,1543455069.82021,147,57812,64,1,1543455064.92308,1543455064.9231,1543455064.92327,1543455064.9261801,1543455068.18936,1543455069.7239802,1543455069.72404
504,3416768.wav,12.579891379700001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455069.87306,1543455077.6675901,1543455077.80971,1543455077.81004,1543455077.86173,168,76074,64,2,1543455069.87307,1543455069.87309,1543455069.87326,1543455069.87639,1543455075.51059,1543455077.66751,1543455077.6675699
505,4495756.wav,12.6805224029,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543455077.91486,1543455086.77121,1543455086.77909,1543455086.77934,1543455086.83284,187,124096,64,3,1543455077.91487,1543455077.91489,1543455077.91506,1543455077.91841,1543455085.14928,1543455086.77113,1543455086.77119
