audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
274741.wav,12.119082524000001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457001.139,1543457009.40138,1543457009.45309,1543457009.45335,1543457009.5069,153,64264,63,2,1543457001.13901,1543457001.13903,1543457001.13919,1543457001.1422,1543457007.1520698,1543457009.4013,1543457009.40136,39.865,507.0,546.865,2018-11-29 02:03:29.453135,2018-11-29 02:03:29.493000,2018-11-29 02:03:30.000000,don't get in people's way
36959.wav,12.644335914300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457009.5539699,1543457014.25942,1543457014.27668,1543457014.27694,1543457014.33569,154,68522,62,2,1543457009.55398,1543457009.554,1543457009.5541599,1543457009.55728,1543457012.76845,1543457014.25934,1543457014.2594,44.275,679.0,723.275,2018-11-29 02:03:34.276725,2018-11-29 02:03:34.321000,2018-11-29 02:03:35.000000,how about going for a drive
5253177.wav,12.5195721471,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457014.38893,1543457020.68009,1543457020.69028,1543457020.69054,1543457020.74311,156,63264,64,1,1543457014.38894,1543457014.38896,1543457014.38913,1543457014.3926198,1543457019.74769,1543457020.6800098,1543457020.68007,43.67100000000001,266.0,309.671,2018-11-29 02:03:40.690329,2018-11-29 02:03:40.734000,2018-11-29 02:03:41.000000,i didn't think it was right
2360466.wav,12.121701706600001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457020.79705,1543457028.0413198,1543457028.0667698,1543457028.0670302,1543457028.11991,151,64216,64,2,1543457020.79706,1543457020.79708,1543457020.79726,1543457020.80035,1543457026.06009,1543457028.04123,1543457028.0413,41.183,892.0,933.183,2018-11-29 02:03:48.066817,2018-11-29 02:03:48.108000,2018-11-29 02:03:49.000000,i have to find the key
2891876.wav,12.231653332999999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457028.16731,1543457032.6092598,1543457032.61494,1543457032.61519,1543457032.6700802,155,62620,64,1,1543457028.16732,1543457028.16734,1543457028.16751,1543457028.1707098,1543457031.77892,1543457032.60918,1543457032.60924,39.013000000000005,346.0,385.01300000000003,2018-11-29 02:03:52.614987,2018-11-29 02:03:52.654000,2018-11-29 02:03:53.000000,take them all to my office
3094550.wav,12.1762899419,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457032.7175698,1543457038.5973,1543457038.62189,1543457038.62215,1543457038.6763802,161,69668,64,2,1543457032.71758,1543457032.7176,1543457032.7177699,1543457032.72084,1543457037.43165,1543457038.59722,1543457038.59729,44.067,334.0,378.06699999999995,2018-11-29 02:03:58.621933,2018-11-29 02:03:58.666000,2018-11-29 02:03:59.000000,do you know where i can find tom
2254507.wav,12.9154483576,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457038.7281199,1543457042.3550599,1543457042.3573198,1543457042.35756,1543457042.4089,146,43412,64,1,1543457038.72813,1543457038.72814,1543457038.72832,1543457038.73141,1543457041.4991698,1543457042.35498,1543457042.35505,42.638999999999996,600.0,642.639,2018-11-29 02:04:02.357361,2018-11-29 02:04:02.400000,2018-11-29 02:04:03.000000,were you involved
3402282.wav,12.5572227052,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457042.45971,1543457047.08708,1543457047.1678,1543457047.16806,1543457047.22032,158,61668,64,1,1543457042.45972,1543457042.4598598,1543457042.46004,1543457042.4629,1543457045.58387,1543457047.08699,1543457047.08706,40.155,792.0,832.155,2018-11-29 02:04:07.167845,2018-11-29 02:04:07.208000,2018-11-29 02:04:08.000000,your you state that are cheap
3575418.wav,11.6024417179,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457047.27056,1543457058.14059,1543457058.19469,1543457058.19495,1543457058.24773,159,74468,64,2,1543457047.27057,1543457047.27059,1543457047.2707698,1543457047.274,1543457055.71011,1543457058.1405098,1543457058.14057,39.26000000000001,766.0,805.26,2018-11-29 02:04:18.194740,2018-11-29 02:04:18.234000,2018-11-29 02:04:19.000000,hey don't turn your back on me
2835592.wav,12.633498691700002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457058.28309,1543457065.40462,1543457065.42874,1543457065.42891,1543457065.45948,168,89190,64,2,1543457058.2831,1543457058.28311,1543457058.28323,1543457058.28534,1543457063.4068198,1543457065.4045699,1543457065.40461,29.225,542.0,571.225,2018-11-29 02:04:25.428775,2018-11-29 02:04:25.458000,2018-11-29 02:04:26.000000,khan is supposedly cleaning his bedroom
4663821.wav,12.420172583800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457065.5161,1543457076.34657,1543457076.53948,1543457076.53983,1543457076.59147,166,89190,64,2,1543457065.51611,1543457065.51613,1543457065.5163,1543457065.51935,1543457074.19839,1543457076.3464901,1543457076.34655,40.468,420.0,460.468,2018-11-29 02:04:36.539532,2018-11-29 02:04:36.580000,2018-11-29 02:04:37.000000,paul told me he likes to come with us
4012801.wav,12.385044318199999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457076.6449,1543457085.3489401,1543457085.43147,1543457085.43174,1543457085.48418,161,81184,64,2,1543457076.6449099,1543457076.6449199,1543457076.6451,1543457076.6484401,1543457083.75775,1543457085.34886,1543457085.3489199,39.476,529.0,568.476,2018-11-29 02:04:45.431524,2018-11-29 02:04:45.471000,2018-11-29 02:04:46.000000,no one's supposed to go in there
3387166.wav,12.3449822329,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457085.53843,1543457093.55274,1543457093.62515,1543457093.6254199,1543457093.6761,162,76070,64,2,1543457085.53844,1543457085.53846,1543457085.53864,1543457085.5419,1543457091.9636,1543457093.55266,1543457093.5527198,41.799,333.0,374.79900000000004,2018-11-29 02:04:53.625201,2018-11-29 02:04:53.667000,2018-11-29 02:04:54.000000,you can tell a book by it's cover
544006.wav,12.613213525099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457093.72946,1543457098.4242,1543457098.42666,1543457098.4269,1543457098.47813,151,56230,63,1,1543457093.72947,1543457093.72949,1543457093.7297199,1543457093.73291,1543457097.21851,1543457098.42412,1543457098.42418,44.302,529.0,573.302,2018-11-29 02:04:58.426698,2018-11-29 02:04:58.471000,2018-11-29 02:04:59.000000,we don't have any sugar
2568772.wav,12.2067155964,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457098.52645,1543457104.33002,1543457104.3445199,1543457104.34469,1543457104.3747401,149,52372,64,1,1543457098.52646,1543457098.52648,1543457098.52665,1543457098.52951,1543457102.89534,1543457104.32997,1543457104.33001,29.45,626.0,655.4499999999998,2018-11-29 02:05:04.344550,2018-11-29 02:05:04.374000,2018-11-29 02:05:05.000000,that's a lot of food
4794431.wav,12.0696534397,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457104.4200199,1543457112.95755,1543457113.1294198,1543457113.12969,1543457113.1814198,170,87278,64,2,1543457104.42003,1543457104.42005,1543457104.4202302,1543457104.42322,1543457110.63379,1543457112.95745,1543457112.95751,53.534,817.0,870.534,2018-11-29 02:05:13.129466,2018-11-29 02:05:13.183000,2018-11-29 02:05:14.000000,tom didn't show up at the party yesterday
3168459.wav,12.6679283248,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457113.23784,1543457119.78306,1543457119.82781,1543457119.82807,1543457119.8802,166,79270,64,2,1543457113.23785,1543457113.23787,1543457113.23805,1543457113.24173,1543457118.40266,1543457119.78298,1543457119.78304,63.146,109.0,172.146,2018-11-29 02:05:19.827854,2018-11-29 02:05:19.891000,2018-11-29 02:05:20.000000,do you know where tom cruise his keys
5807001.wav,12.5120339896,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457119.93474,1543457128.67963,1543457128.6974,1543457128.69766,1543457128.75241,172,95278,64,2,1543457119.93475,1543457119.9347699,1543457119.93495,1543457119.93803,1543457126.8615198,1543457128.6795402,1543457128.67961,39.553000000000004,263.0,302.553,2018-11-29 02:05:28.697447,2018-11-29 02:05:28.737000,2018-11-29 02:05:29.000000,calm woke up a few minutes before the alarm
3733405.wav,12.2465205101,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457128.8111598,1543457136.4557,1543457136.46436,1543457136.4646099,1543457136.5132802,163,79270,64,2,1543457128.8111699,1543457128.81118,1543457128.81136,1543457128.81431,1543457134.96327,1543457136.4556198,1543457136.4556801,38.597,497.0,535.597,2018-11-29 02:05:36.464403,2018-11-29 02:05:36.503000,2018-11-29 02:05:37.000000,we don't know what caused the fire
71198.wav,12.5841850255,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457136.62135,1543457142.50403,1543457142.5401402,1543457142.54041,1543457142.59113,156,65858,62,2,1543457136.6213698,1543457136.6214,1543457136.6215699,1543457136.6245198,1543457140.8048198,1543457142.50395,1543457142.50401,39.809,420.0,459.809,2018-11-29 02:05:42.540191,2018-11-29 02:05:42.580000,2018-11-29 02:05:43.000000,you and he are both very kind
2011940.wav,12.159655635899998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457142.64411,1543457148.0469198,1543457148.0792198,1543457148.0794802,1543457148.13095,152,61660,64,1,1543457142.64412,1543457142.64414,1543457142.6443,1543457142.64731,1543457146.71163,1543457148.04684,1543457148.0469,42.737,878.0,920.737,2018-11-29 02:05:48.079263,2018-11-29 02:05:48.122000,2018-11-29 02:05:49.000000,i want you to stay here
3279448.wav,12.7045215016,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457148.17712,1543457152.91432,1543457152.9289598,1543457152.92922,1543457152.97968,166,77030,64,2,1543457148.17713,1543457148.17715,1543457148.17732,1543457148.18053,1543457151.58146,1543457152.9142401,1543457152.9143,39.996,1031.0,1070.996,2018-11-29 02:05:52.929004,2018-11-29 02:05:52.969000,2018-11-29 02:05:54.000000,would you mind if we spoke and french
5518719.wav,12.785265878699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457153.03529,1543457158.9644802,1543457158.97802,1543457158.97828,1543457159.02855,165,76068,64,2,1543457153.0353,1543457153.0353198,1543457153.03549,1543457153.0384,1543457157.71631,1543457158.9644,1543457158.96446,38.937,983.0,1021.937,2018-11-29 02:05:58.978063,2018-11-29 02:05:59.017000,2018-11-29 02:06:00.000000,calm through the back over the fence
3310777.wav,12.7080567085,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457159.08374,1543457166.55016,1543457166.56515,1543457166.56541,1543457166.61629,166,66472,64,2,1543457159.08375,1543457159.08377,1543457159.08394,1543457159.0868402,1543457165.20516,1543457166.5499802,1543457166.5501301,40.801,394.0,434.801,2018-11-29 02:06:06.565199,2018-11-29 02:06:06.606000,2018-11-29 02:06:07.000000,we're going to get chill out of there
2807552.wav,12.618300013199999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457166.66893,1543457172.52667,1543457172.53353,1543457172.53378,1543457172.58665,153,68060,64,2,1543457166.66894,1543457166.66895,1543457166.6691198,1543457166.67216,1543457171.53668,1543457172.52659,1543457172.52665,42.425,424.0,466.425,2018-11-29 02:06:12.533575,2018-11-29 02:06:12.576000,2018-11-29 02:06:13.000000,everything seemed normal
953335.wav,13.0466710404,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457172.64055,1543457179.50085,1543457179.51513,1543457179.5153801,1543457179.56774,163,67960,63,2,1543457172.64056,1543457172.6405802,1543457172.64075,1543457172.64363,1543457178.00017,1543457179.5007699,1543457179.5008302,40.829,444.0,484.829,2018-11-29 02:06:19.515171,2018-11-29 02:06:19.556000,2018-11-29 02:06:20.000000,how long have you two been together
2248232.wav,12.7178402522,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457179.62313,1543457184.24725,1543457184.2560802,1543457184.25633,1543457184.30646,146,53012,64,1,1543457179.62314,1543457179.62316,1543457179.62333,1543457179.6263,1543457183.3766198,1543457184.24717,1543457184.24723,56.873999999999995,687.0,743.8739999999999,2018-11-29 02:06:24.256126,2018-11-29 02:06:24.313000,2018-11-29 02:06:25.000000,i'm really scared
1025756.wav,13.291423007899999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457184.35571,1543457193.75831,1543457193.78548,1543457193.7857401,1543457193.8359802,178,115442,64,3,1543457184.3557198,1543457184.35574,1543457184.35591,1543457184.35881,1543457191.76592,1543457193.75822,1543457193.75829,43.473,171.0,214.473,2018-11-29 02:06:33.785527,2018-11-29 02:06:33.829000,2018-11-29 02:06:34.000000,tom finally got ahold of the rare stamp he wanted
1095194.wav,13.0394648813,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457193.90165,1543457202.5323699,1543457202.59135,1543457202.59162,1543457202.64247,170,81834,64,2,1543457193.90166,1543457193.90168,1543457193.90185,1543457193.90483,1543457200.50669,1543457202.53229,1543457202.53235,40.604,1368.0,1408.604,2018-11-29 02:06:42.591396,2018-11-29 02:06:42.632000,2018-11-29 02:06:44.000000,calm could learn a thing or two from mary
529993.wav,12.2666329447,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457202.70016,1543457206.26738,1543457206.2811801,1543457206.28145,1543457206.33599,152,67442,63,2,1543457202.70017,1543457202.70018,1543457202.70036,1543457202.70345,1543457205.04303,1543457206.2673,1543457206.26736,41.767,677.0,718.7669999999999,2018-11-29 02:06:46.281233,2018-11-29 02:06:46.323000,2018-11-29 02:06:47.000000,he goes to school by bus
2033972.wav,13.4418303059,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457206.38776,1543457214.19613,1543457214.20764,1543457214.20789,1543457214.25915,169,102644,64,3,1543457206.3877802,1543457206.38779,1543457206.38796,1543457206.39107,1543457212.75772,1543457214.19605,1543457214.19611,50.313,742.0,792.3130000000001,2018-11-29 02:06:54.207687,2018-11-29 02:06:54.258000,2018-11-29 02:06:55.000000,do you have any idea who still tom's car
5910033.wav,11.6178728017,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457214.3270302,1543457220.81845,1543457220.87304,1543457220.8733099,1543457220.9263802,164,73186,64,2,1543457214.32704,1543457214.32706,1543457214.32723,1543457214.3303401,1543457219.44478,1543457220.8183599,1543457220.8184302,52.908,1074.0,1126.908,2018-11-29 02:07:00.873092,2018-11-29 02:07:00.926000,2018-11-29 02:07:02.000000,i couldn't speak french backed them
5936611.wav,12.5423657055,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457220.97771,1543457230.2776,1543457230.33745,1543457230.33771,1543457230.39154,170,96880,64,3,1543457220.97772,1543457220.97774,1543457220.9779198,1543457220.98138,1543457228.0152302,1543457230.27752,1543457230.27758,42.501000000000005,620.0,662.5010000000001,2018-11-29 02:07:10.337499,2018-11-29 02:07:10.380000,2018-11-29 02:07:11.000000,i wanted to stay here until tom gets here
2548924.wav,12.4675380598,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457230.4492,1543457234.6928198,1543457234.6988,1543457234.69905,1543457234.74965,146,45012,64,1,1543457230.44921,1543457230.4492302,1543457230.4494,1543457230.4526,1543457233.25361,1543457234.69274,1543457234.6928,42.155,259.0,301.1550000000001,2018-11-29 02:07:14.698845,2018-11-29 02:07:14.741000,2018-11-29 02:07:15.000000,we're in position
3734746.wav,11.8778424803,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457234.79525,1543457239.96341,1543457239.9822,1543457239.98246,1543457240.03343,151,60374,64,1,1543457234.79526,1543457234.79527,1543457234.79555,1543457234.79843,1543457237.5946,1543457239.96333,1543457239.96339,54.757,963.0,1017.757,2018-11-29 02:07:19.982243,2018-11-29 02:07:20.037000,2018-11-29 02:07:21.000000,what we need is a plan
5090029.wav,12.346701017200001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457240.0787199,1543457245.8894699,1543457245.95349,1543457245.95376,1543457246.00228,156,68064,64,2,1543457240.07873,1543457240.07875,1543457240.07892,1543457240.08212,1543457243.93552,1543457245.88937,1543457245.88945,40.458,1006.0,1046.458,2018-11-29 02:07:25.953542,2018-11-29 02:07:25.994000,2018-11-29 02:07:27.000000,cognizant aggressive at all
5379866.wav,12.6614209101,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457246.0516,1543457252.72675,1543457252.78812,1543457252.7883801,1543457252.84196,158,77022,64,2,1543457246.05161,1543457246.05163,1543457246.05182,1543457246.05484,1543457251.02771,1543457252.72667,1543457252.72673,40.833,171.0,211.833,2018-11-29 02:07:32.788167,2018-11-29 02:07:32.829000,2018-11-29 02:07:33.000000,tom wires some money to marry
2892043.wav,12.3823105107,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543457252.89605,1543457258.71892,1543457258.74478,1543457258.74504,1543457258.79831,159,61026,64,1,1543457252.89606,1543457252.89607,1543457252.89624,1543457252.89936,1543457257.64889,1543457258.7188401,1543457258.7189,41.168000000000006,214.0,255.168,2018-11-29 02:07:38.744832,2018-11-29 02:07:38.786000,2018-11-29 02:07:39.000000,that's not going to work isn't
